"E0",,,,,"E1",,,,"Analog",,,,,
"Index [1]","?L/L0 [1]","?L [mm]","L1 [mm]","L0 [mm]","?L/L0 [1]","?L [mm]","L1 [mm]","L0 [mm]","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
177,-0.00323277,-0.0278237,8.57895,8.60677,0.00146695,0.00718424,4.90459,4.89741,27.754,27.754,-4.1211,9.983,-10334,20.0141
178,-0.00322228,-0.0277335,8.57904,8.60677,0.00152071,0.00744754,4.90486,4.89741,27.877,27.877,-4.1372,9.9824,-10374.4,20.0128
179,-0.00327399,-0.0281785,8.5786,8.60677,0.0014446,0.00707478,4.90449,4.89741,28.001,28.001,-4.1643,9.9775,-10442.3,20.0031
180,-0.00329765,-0.0283821,8.57839,8.60677,0.001458,0.00714041,4.90455,4.89741,28.126,28.128,-4.1726,9.9788,-10463.3,20.0057
181,-0.00331759,-0.0285538,8.57822,8.60677,0.00136872,0.00670321,4.90411,4.89741,28.252,28.253,-4.2084,9.9785,-10552.9,20.005
182,-0.00333242,-0.0286814,8.57809,8.60677,0.00149688,0.00733083,4.90474,4.89741,28.44,28.44,-4.2406,9.9769,-10633.7,20.0018
183,-0.00339537,-0.0292232,8.57755,8.60677,0.00152369,0.00746213,4.90487,4.89741,28.563,28.564,-4.2487,9.9791,-10653.9,20.0063
184,-0.00341856,-0.0294228,8.57735,8.60677,0.00149789,0.00733578,4.90475,4.89741,28.688,28.688,-4.2896,9.9769,-10756.5,20.0018
185,-0.00333962,-0.0287434,8.57803,8.60677,0.00158318,0.00775351,4.90516,4.89741,28.814,28.815,-4.309,9.9788,-10805,20.0057
186,-0.00334196,-0.0287635,8.57801,8.60677,0.00124977,0.00612062,4.90353,4.89741,28.937,28.937,-4.3322,9.9785,-10863.2,20.005
187,-0.00340444,-0.0293012,8.57747,8.60677,0.00155717,0.00762608,4.90504,4.89741,29.062,29.062,-4.3621,9.9753,-10938.3,19.9986
188,-0.00341635,-0.0294038,8.57737,8.60677,0.00151901,0.00743923,4.90485,4.89741,29.19,29.19,-4.3747,9.9762,-10969.8,20.0005
189,-0.00343149,-0.0295341,8.57724,8.60677,0.00125274,0.00613517,4.90355,4.89741,29.312,29.312,-4.386,9.9749,-10998.1,19.9979
190,-0.0034692,-0.0298586,8.57691,8.60677,0.00142841,0.00699551,4.90441,4.89741,29.44,29.44,-4.4118,9.9795,-11062.7,20.007
191,-0.00351724,-0.0302721,8.5765,8.60677,0.0015078,0.0073843,4.90479,4.89741,29.561,29.562,-4.4488,9.983,-11155.6,20.0141
192,-0.00354777,-0.0305349,8.57624,8.60677,0.00161025,0.00788605,4.9053,4.89741,29.687,29.687,-4.4662,9.9811,-11199.3,20.0102
193,-0.0036436,-0.0313597,8.57541,8.60677,0.00158956,0.00778472,4.9052,4.89741,29.811,29.811,-4.4843,9.9756,-11244.5,19.9992
194,-0.00365759,-0.03148,8.57529,8.60677,0.00175087,0.00857475,4.90598,4.89741,29.936,29.937,-4.5056,9.9769,-11297.8,20.0018
195,-0.00369101,-0.0317677,8.57501,8.60677,0.00163327,0.00799877,4.90541,4.89741,30.123,30.124,-4.5394,9.9769,-11382.7,20.0018
196,-0.0036654,-0.0315472,8.57523,8.60677,0.00149354,0.00731446,4.90472,4.89741,30.31,30.31,-4.5671,9.9801,-11452.2,20.0083
197,-0.00368673,-0.0317309,8.57504,8.60677,0.00170524,0.00835126,4.90576,4.89741,30.437,30.437,-4.5797,9.9788,-11483.7,20.0057
198,-0.00367395,-0.0316209,8.57515,8.60677,0.00157272,0.00770225,4.90511,4.89741,30.562,30.563,-4.6216,9.9827,-11588.7,20.0134
199,-0.00368221,-0.0316919,8.57508,8.60677,0.00169977,0.00832446,4.90574,4.89741,30.685,30.686,-4.6338,9.9772,-11619.4,20.0025
200,-0.00366528,-0.0315462,8.57523,8.60677,0.00166175,0.00813825,4.90555,4.89741,30.873,30.874,-4.6625,9.982,-11691.3,20.0121
201,-0.00368921,-0.0317522,8.57502,8.60677,0.00166347,0.00814669,4.90556,4.89741,30.996,30.997,-4.6976,9.9804,-11779.4,20.0089
202,-0.00370814,-0.0319152,8.57486,8.60677,0.00172574,0.00845164,4.90586,4.89741,31.121,31.121,-4.7115,9.9759,-11814.1,19.9999
203,-0.00377804,-0.0325168,8.57426,8.60677,0.00183832,0.009003,4.90641,4.89741,31.247,31.247,-4.735,9.9807,-11873.1,20.0096
204,-0.00381939,-0.0328726,8.5739,8.60677,0.00186595,0.00913831,4.90655,4.89741,31.434,31.434,-4.7727,9.9753,-11967.6,19.9986
205,-0.00385184,-0.0331519,8.57362,8.60677,0.00187522,0.00918371,4.90659,4.89741,31.559,31.56,-4.7663,9.9753,-11951.4,19.9986
206,-0.00386692,-0.0332817,8.57349,8.60677,0.00192746,0.00943955,4.90685,4.89741,31.686,31.687,-4.7972,9.9775,-12029,20.0031
207,-0.00392547,-0.0337856,8.57299,8.60677,0.0019785,0.00968954,4.9071,4.89741,31.875,31.875,-4.804,9.9736,-12046,19.9953
208,-0.00405253,-0.0348792,8.57189,8.60677,0.00200523,0.00982045,4.90723,4.89741,32.058,32.058,-4.7779,9.9785,-11980.5,20.005
209,-0.00407611,-0.0350822,8.57169,8.60677,0.00205373,0.0100579,4.90747,4.89741,32.182,32.182,-4.7437,9.974,-11894.9,19.996
210,-0.00338809,-0.0291605,8.57761,8.60677,0.00186038,0.00911107,4.90652,4.89741,32.307,32.307,-3.5187,9.9795,-8824,20.007
211,-0.00342629,-0.0294893,8.57728,8.60677,0.00170149,0.00833288,4.90574,4.89741,32.433,32.433,-2.704,9.9756,-6781.6,19.9992
212,-0.00350682,-0.0301824,8.57659,8.60677,0.00173524,0.00849816,4.90591,4.89741,32.559,32.559,-2.3227,9.9717,-5825.84,19.9915
213,-0.00347933,-0.0299458,8.57683,8.60677,0.00166025,0.00813092,4.90554,4.89741,32.685,32.685,-2.1448,9.9778,-5379.87,20.0037
214,-0.0034187,-0.029424,8.57735,8.60677,0.00161079,0.00788872,4.9053,4.89741,32.807,32.808,-2.0465,9.984,-5133.46,20.016
215,-0.00343756,-0.0295863,8.57719,8.60677,0.001599,0.00783094,4.90524,4.89741,32.933,32.933,-2.0043,9.9785,-5027.62,20.005
216,-0.00346275,-0.0298031,8.57697,8.60677,0.00165308,0.0080958,4.90551,4.89741,33.058,33.058,-1.9737,9.984,-4950.87,20.016
217,-0.00344844,-0.02968,8.57709,8.60677,0.00175469,0.00859343,4.906,4.89741,33.18,33.18,-1.9717,9.9749,-4946.02,19.9979
218,-0.00341279,-0.0293731,8.5774,8.60677,0.00158693,0.00777183,4.90518,4.89741,33.368,33.368,-1.9556,9.9791,-4905.63,20.0063
219,-0.00344874,-0.0296825,8.57709,8.60677,0.00159194,0.00779637,4.90521,4.89741,33.556,33.556,-1.9437,9.9736,-4875.73,19.9953
220,-0.00346032,-0.0297822,8.57699,8.60677,0.00159635,0.00781799,4.90523,4.89741,33.868,33.868,-1.9279,9.9749,-4836.15,19.9979
221,-0.00345804,-0.0297626,8.57701,8.60677,0.00161879,0.00792786,4.90534,4.89741,34.117,34.117,-1.9205,9.9756,-4817.57,19.9992
222,-0.00354165,-0.0304822,8.57629,8.60677,0.00159019,0.00778783,4.9052,4.89741,34.68,34.68,-1.9076,9.973,-4785.25,19.9941
223,-0.00349934,-0.030118,8.57666,8.60677,0.00162422,0.00795449,4.90536,4.89741,35.177,35.178,-1.8992,9.9762,-4764.24,20.0005
224,-0.00353102,-0.0303907,8.57638,8.60677,0.00154544,0.00756865,4.90498,4.89741,35.802,35.802,-1.8866,9.9824,-4732.73,20.0128
225,-0.00358263,-0.0308348,8.57594,8.60677,0.00162831,0.00797452,4.90539,4.89741,36.176,36.176,-1.8889,9.9782,-4738.39,20.0044
226,-0.0035655,-0.0306874,8.57609,8.60677,0.00153566,0.00752074,4.90493,4.89741,36.675,36.676,-1.875,9.9753,-4703.65,19.9986
227,-0.00355616,-0.0306071,8.57617,8.60677,0.00151857,0.00743704,4.90485,4.89741,37.553,37.553,-1.8615,9.9856,-4669.72,20.0193
